start_date,end_date,area_id,area_name,weektype,population,rate
20250911,20250913,2fef90f8-7322-4901-8ea2-a82ba9fac4bf,行方織物有限会社,金,93,0.296
20250911,20250913,2fef90f8-7322-4901-8ea2-a82ba9fac4bf,行方織物有限会社,土,127,0.405
20250911,20250913,2fef90f8-7322-4901-8ea2-a82ba9fac4bf,行方織物有限会社,日,0,0.0
20250911,20250913,303f7e2b-f126-4a6e-834c-417a49036134,カワサキ印刷,月,0,0.0
20250911,20250913,303f7e2b-f126-4a6e-834c-417a49036134,カワサキ印刷,火,0,0.0
20250911,20250913,303f7e2b-f126-4a6e-834c-417a49036134,カワサキ印刷,水,0,0.0
20250911,20250913,303f7e2b-f126-4a6e-834c-417a49036134,カワサキ印刷,木,94,0.502
20250911,20250913,303f7e2b-f126-4a6e-834c-417a49036134,カワサキ印刷,金,93,0.498
20250911,20250913,303f7e2b-f126-4a6e-834c-417a49036134,カワサキ印刷,土,0,0.0
20250911,20250913,303f7e2b-f126-4a6e-834c-417a49036134,カワサキ印刷,日,0,0.0
20250911,20250913,3c83f1cd-f8e0-4442-bd52-24e86de8ca2a,香坂酒造(株),月,0,0.0
20250911,20250913,3c83f1cd-f8e0-4442-bd52-24e86de8ca2a,香坂酒造(株),火,0,0.0
20250911,20250913,3c83f1cd-f8e0-4442-bd52-24e86de8ca2a,香坂酒造(株),水,0,0.0
20250911,20250913,3c83f1cd-f8e0-4442-bd52-24e86de8ca2a,香坂酒造(株),木,32,0.208
20250911,20250913,3c83f1cd-f8e0-4442-bd52-24e86de8ca2a,香坂酒造(株),金,31,0.206
20250911,20250913,3c83f1cd-f8e0-4442-bd52-24e86de8ca2a,香坂酒造(株),土,88,0.586
20250911,20250913,3c83f1cd-f8e0-4442-bd52-24e86de8ca2a,香坂酒造(株),日,0,0.0
20250911,20250913,52b700b4-2cff-416e-8f67-35f70af46323,粟野商事JUYOKAN,月,0,0.0
20250911,20250913,52b700b4-2cff-416e-8f67-35f70af46323,粟野商事JUYOKAN,火,0,0.0
20250911,20250913,52b700b4-2cff-416e-8f67-35f70af46323,粟野商事JUYOKAN,水,0,0.0
20250911,20250913,52b700b4-2cff-416e-8f67-35f70af46323,粟野商事JUYOKAN,木,94,0.25
20250911,20250913,52b700b4-2cff-416e-8f67-35f70af46323,粟野商事JUYOKAN,金,62,0.166
20250911,20250913,52b700b4-2cff-416e-8f67-35f70af46323,粟野商事JUYOKAN,土,218,0.584
20250911,20250913,52b700b4-2cff-416e-8f67-35f70af46323,粟野商事JUYOKAN,日,0,0.0
20250911,20250913,648588bf-1006-4aa6-aba9-e70aabb0d1a3,東北整練株式会社,月,0,0.0
20250911,20250913,648588bf-1006-4aa6-aba9-e70aabb0d1a3,東北整練株式会社,火,0,0.0
20250911,20250913,648588bf-1006-4aa6-aba9-e70aabb0d1a3,東北整練株式会社,水,0,0.0
20250911,20250913,648588bf-1006-4aa6-aba9-e70aabb0d1a3,東北整練株式会社,木,0,0.0
20250911,20250913,648588bf-1006-4aa6-aba9-e70aabb0d1a3,東北整練株式会社,金,128,1.0
20250911,20250913,648588bf-1006-4aa6-aba9-e70aabb0d1a3,東北整練株式会社,土,0,0.0
20250911,20250913,648588bf-1006-4aa6-aba9-e70aabb0d1a3,東北整練株式会社,日,0,0.0
20250911,20250913,720ba512-24d3-4273-a176-173afacc6c96,紅花染新田,月,0,0.0
20250911,20250913,720ba512-24d3-4273-a176-173afacc6c96,紅花染新田,火,0,0.0
20250911,20250913,720ba512-24d3-4273-a176-173afacc6c96,紅花染新田,水,0,0.0
20250911,20250913,720ba512-24d3-4273-a176-173afacc6c96,紅花染新田,木,94,0.184
20250911,20250913,720ba512-24d3-4273-a176-173afacc6c96,紅花染新田,金,93,0.183
20250911,20250913,720ba512-24d3-4273-a176-173afacc6c96,紅花染新田,土,321,0.633
20250911,20250913,720ba512-24d3-4273-a176-173afacc6c96,紅花染新田,日,0,0.0
20250911,20250913,895e3ec4-d54c-4843-aab5-54abd1cc4741,株式会社パルコモード,月,0,0.0
20250911,20250913,895e3ec4-d54c-4843-aab5-54abd1cc4741,株式会社パルコモード,火,0,0.0
20250911,20250913,895e3ec4-d54c-4843-aab5-54abd1cc4741,株式会社パルコモード,水,0,0.0
20250911,20250913,895e3ec4-d54c-4843-aab5-54abd1cc4741,株式会社パルコモード,木,156,0.333
20250911,20250913,895e3ec4-d54c-4843-aab5-54abd1cc4741,株式会社パルコモード,金,186,0.396
20250911,20250913,895e3ec4-d54c-4843-aab5-54abd1cc4741,株式会社パルコモード,土,127,0.271
20250911,20250913,895e3ec4-d54c-4843-aab5-54abd1cc4741,株式会社パルコモード,日,0,0.0
20250911,20250913,8ffa0f24-0c12-4e51-b663-14cf90925834,山口織物鷹山堂,月,0,0.0
20250911,20250913,8ffa0f24-0c12-4e51-b663-14cf90925834,山口織物鷹山堂,火,0,0.0
20250911,20250913,8ffa0f24-0c12-4e51-b663-14cf90925834,山口織物鷹山堂,水,0,0.0
20250911,20250913,8ffa0f24-0c12-4e51-b663-14cf90925834,山口織物鷹山堂,木,0,0.0
20250911,20250913,8ffa0f24-0c12-4e51-b663-14cf90925834,山口織物鷹山堂,金,31,0.495
20250911,20250913,8ffa0f24-0c12-4e51-b663-14cf90925834,山口織物鷹山堂,土,32,0.505
20250911,20250913,8ffa0f24-0c12-4e51-b663-14cf90925834,山口織物鷹山堂,日,0,0.0
20250911,20250913,9145ad6a-0acc-49e5-a9d6-ebd89071cc48,東光小嶋総本店,月,0,0.0
20250911,20250913,9145ad6a-0acc-49e5-a9d6-ebd89071cc48,東光小嶋総本店,火,0,0.0
20250911,20250913,9145ad6a-0acc-49e5-a9d6-ebd89071cc48,東光小嶋総本店,水,0,0.0
20250911,20250913,9145ad6a-0acc-49e5-a9d6-ebd89071cc48,東光小嶋総本店,木,94,0.297
20250911,20250913,9145ad6a-0acc-49e5-a9d6-ebd89071cc48,東光小嶋総本店,金,62,0.196
20250911,20250913,9145ad6a-0acc-49e5-a9d6-ebd89071cc48,東光小嶋総本店,土,160,0.507
20250911,20250913,9145ad6a-0acc-49e5-a9d6-ebd89071cc48,東光小嶋総本店,日,0,0.0
20250911,20250913,9d4dcc83-dfab-4bb7-a75d-f93f296a0910,染織工房わくわく館,月,0,0.0
20250911,20250913,9d4dcc83-dfab-4bb7-a75d-f93f296a0910,染織工房わくわく館,火,0,0.0
20250911,20250913,9d4dcc83-dfab-4bb7-a75d-f93f296a0910,染織工房わくわく館,水,0,0.0
20250911,20250913,9d4dcc83-dfab-4bb7-a75d-f93f296a0910,染織工房わくわく館,木,55,0.255
20250911,20250913,9d4dcc83-dfab-4bb7-a75d-f93f296a0910,染織工房わくわく館,金,64,0.294
20250911,20250913,9d4dcc83-dfab-4bb7-a75d-f93f296a0910,染織工房わくわく館,土,98,0.451
20250911,20250913,9d4dcc83-dfab-4bb7-a75d-f93f296a0910,染織工房わくわく館,日,0,0.0
20250911,20250913,a19d7e33-2ffe-440f-a804-4b2e1f64ec8c,シルキーリビング,月,0,0.0
20250911,20250913,a19d7e33-2ffe-440f-a804-4b2e1f64ec8c,シルキーリビング,火,0,0.0
20250911,20250913,a19d7e33-2ffe-440f-a804-4b2e1f64ec8c,シルキーリビング,水,0,0.0
20250911,20250913,a19d7e33-2ffe-440f-a804-4b2e1f64ec8c,シルキーリビング,木,28,0.169
20250911,20250913,a19d7e33-2ffe-440f-a804-4b2e1f64ec8c,シルキーリビング,金,138,0.831
20250911,20250913,a19d7e33-2ffe-440f-a804-4b2e1f64ec8c,シルキーリビング,土,0,0.0
20250911,20250913,a19d7e33-2ffe-440f-a804-4b2e1f64ec8c,シルキーリビング,日,0,0.0
20250911,20250913,a3948ebd-868e-4967-a7cc-f98b17647d49,株式会社ニューテックシンセイ,月,0,0.0
20250911,20250913,a3948ebd-868e-4967-a7cc-f98b17647d49,株式会社ニューテックシンセイ,火,0,0.0
20250911,20250913,a3948ebd-868e-4967-a7cc-f98b17647d49,株式会社ニューテックシンセイ,水,0,0.0
20250911,20250913,a3948ebd-868e-4967-a7cc-f98b17647d49,株式会社ニューテックシンセイ,木,73,0.284
20250911,20250913,a3948ebd-868e-4967-a7cc-f98b17647d49,株式会社ニューテックシンセイ,金,158,0.615
20250911,20250913,a3948ebd-868e-4967-a7cc-f98b17647d49,株式会社ニューテックシンセイ,土,26,0.101
20250911,20250913,a3948ebd-868e-4967-a7cc-f98b17647d49,株式会社ニューテックシンセイ,日,0,0.0
20250911,20250913,a52b699b-5974-409c-80c3-89602d727115,花角味噌醸造,月,0,0.0
20250911,20250913,a52b699b-5974-409c-80c3-89602d727115,花角味噌醸造,火,0,0.0
20250911,20250913,a52b699b-5974-409c-80c3-89602d727115,花角味噌醸造,水,0,0.0
20250911,20250913,a52b699b-5974-409c-80c3-89602d727115,花角味噌醸造,木,94,0.123
20250911,20250913,a52b699b-5974-409c-80c3-89602d727115,花角味噌醸造,金,124,0.162
20250911,20250913,a52b699b-5974-409c-80c3-89602d727115,花角味噌醸造,土,545,0.715
20250911,20250913,a52b699b-5974-409c-80c3-89602d727115,花角味噌醸造,日,0,0.0
20250911,20250913,bb343774-fa46-4eeb-853c-0198a8857e40,近賢織物,月,0,0.0
20250911,20250913,bb343774-fa46-4eeb-853c-0198a8857e40,近賢織物,火,0,0.0
20250911,20250913,bb343774-fa46-4eeb-853c-0198a8857e40,近賢織物,水,0,0.0
20250911,20250913,bb343774-fa46-4eeb-853c-0198a8857e40,近賢織物,木,156,0.831
20250911,20250913,bb343774-fa46-4eeb-853c-0198a8857e40,近賢織物,金,0,0.0
20250911,20250913,bb343774-fa46-4eeb-853c-0198a8857e40,近賢織物,土,32,0.169
20250911,20250913,bb343774-fa46-4eeb-853c-0198a8857e40,近賢織物,日,0,0.0
20250911,20250913,de71748b-4ba1-4902-abb6-1f59cc6ea4cf,アルス株式会社,月,0,0.0
20250911,20250913,de71748b-4ba1-4902-abb6-1f59cc6ea4cf,アルス株式会社,火,0,0.0
20250911,20250913,de71748b-4ba1-4902-abb6-1f59cc6ea4cf,アルス株式会社,水,0,0.0
20250911,20250913,de71748b-4ba1-4902-abb6-1f59cc6ea4cf,アルス株式会社,木,32,0.303
20250911,20250913,de71748b-4ba1-4902-abb6-1f59cc6ea4cf,アルス株式会社,金,72,0.697
20250911,20250913,de71748b-4ba1-4902-abb6-1f59cc6ea4cf,アルス株式会社,土,0,0.0
20250911,20250913,de71748b-4ba1-4902-abb6-1f59cc6ea4cf,アルス株式会社,日,0,0.0
20250911,20250913,eff52640-5a73-4e0b-8e9c-5a46d5773b28,安部吉,月,0,0.0
20250911,20250913,eff52640-5a73-4e0b-8e9c-5a46d5773b28,安部吉,火,0,0.0
20250911,20250913,eff52640-5a73-4e0b-8e9c-5a46d5773b28,安部吉,水,0,0.0
20250911,20250913,eff52640-5a73-4e0b-8e9c-5a46d5773b28,安部吉,木,62,0.666
20250911,20250913,eff52640-5a73-4e0b-8e9c-5a46d5773b28,安部吉,金,31,0.334
20250911,20250913,eff52640-5a73-4e0b-8e9c-5a46d5773b28,安部吉,土,0,0.0
20250911,20250913,eff52640-5a73-4e0b-8e9c-5a46d5773b28,安部吉,日,0,0.0
